date,ticker,betsize_u,betsize_c,betsize_cl,pnl_u,pnl_c,pnl_cl
2024-01-03,ACHC,16154.0,0.0,0.0,-0.0001935714073325,0.0,0.0
2024-01-03,RCL,11724.0,0.0,0.0,1.4954257565093447e-05,0.0,0.0
2024-01-03,GWRE,11724.0,0.0,0.0,3.672487439241848e-05,0.0,0.0
2024-01-03,R,11724.0,0.0,0.0,2.0939699823244345e-05,0.0,0.0
2024-01-03,PTC,11724.0,0.0,0.0,0.0001591008939974,0.0,0.0
2024-01-03,HD,11724.0,0.0,0.0,0.0001444635075594,0.0,0.0
2024-01-03,HRB,11724.0,0.0,0.0,-0.0001773512282457,0.0,0.0
2024-01-03,HUBB,11724.0,0.0,0.0,0.0002619191515079,0.0,0.0
2024-01-03,IPGP,11724.0,0.0,0.0,0.0001600068452126,0.0,0.0
2024-01-03,JBLU,11724.0,0.0,0.0,0.00045708140082,0.0,0.0
2024-01-03,JCI,11724.0,0.0,0.0,0.000105734930943,0.0,0.0
2024-01-03,KEY,11724.0,0.0,0.0,-0.0001469599462107,0.0,0.0
2024-01-03,KMX,11724.0,0.0,0.0,0.0003146152671685,0.0,0.0
2024-01-03,LECO,11724.0,0.0,0.0,0.0001047490814486,0.0,0.0
2024-01-03,LPX,11724.0,0.0,0.0,0.0001700644183402,0.0,0.0
2024-01-03,LUMN,11724.0,0.0,0.0,-0.0005015673981191,0.0,0.0
2024-01-03,LYV,11724.0,0.0,0.0,0.0002214044492905,0.0,0.0
2024-01-03,MAR,11724.0,0.0,0.0,8.290868165192104e-05,0.0,0.0
2024-01-03,MHK,11724.0,0.0,0.0,-0.0001852082247515,0.0,0.0
2024-01-03,MIDD,11724.0,0.0,0.0,0.000325715736381,0.0,0.0
2024-01-03,MRVL,11724.0,0.0,0.0,5.351607903913056e-05,0.0,0.0
2024-01-03,MS,11724.0,0.0,0.0,-0.0001742227261341,0.0,0.0
2024-01-03,NSA,11724.0,0.0,0.0,-0.0001933562121656,0.0,0.0
2024-01-03,NTNX,11724.0,0.0,0.0,0.0002102754397079,0.0,0.0
2024-01-03,NUE,11724.0,0.0,0.0,0.0002419374127964,0.0,0.0
2024-01-03,NVT,11724.0,0.0,0.0,0.0003034336590992,0.0,0.0
2024-01-03,OMC,11724.0,0.0,0.0,-0.0001611929858998,0.0,0.0
2024-01-03,PEN,11724.0,0.0,0.0,0.0004444870829264,0.0,0.0
2024-01-03,PRU,11724.0,0.0,0.0,-3.751906048527193e-05,0.0,0.0
2024-01-03,PSX,11724.0,0.0,0.0,0.000152227445713,0.0,0.0
2024-01-03,PVH,11724.0,0.0,0.0,-0.0001174189878634,0.0,0.0
2024-01-03,NFG,10000.0,0.0,0.0,-3.3484341146345995e-05,0.0,0.0
2024-01-03,LAD,11724.0,0.0,0.0,0.0005379757465395,0.0,0.0
2024-01-03,RRC,12174.0,0.0,0.0,0.0001190020825364,0.0,0.0
2024-01-03,SWK,12174.0,0.0,0.0,-0.0002455361156783,0.0,0.0
2024-01-03,TDG,12174.0,0.0,0.0,0.0001869629480952,0.0,0.0
2024-01-03,TMUS,12174.0,0.0,0.0,-6.871165644171652e-05,0.0,0.0
2024-01-03,TTWO,12174.0,0.0,0.0,3.754306370006957e-05,0.0,0.0
2024-01-03,VST,12174.0,0.0,0.0,-4.801701174130122e-05,0.0,0.0
2024-01-03,IP,12174.0,0.0,0.0,5.7201913139616e-05,0.0,0.0
2024-01-03,EXPE,12174.0,0.0,0.0,0.0001517385973952,0.0,0.0
2024-01-03,EVRG,12174.0,0.0,0.0,6.817573106297253e-05,0.0,0.0
2024-01-03,ETR,12174.0,0.0,0.0,4.029135047972818e-05,0.0,0.0
2024-01-03,ED,12174.0,0.0,0.0,5.126688356501966e-05,0.0,0.0
2024-01-03,EA,12174.0,0.0,0.0,6.276137229660871e-06,0.0,0.0
2024-01-03,WAB,12174.0,0.0,0.0,6.603590355428349e-05,0.0,0.0
2024-01-03,WMT,12174.0,0.0,0.0,-3.581234981808035e-05,0.0,0.0
2024-01-03,WRB,12174.0,0.0,0.0,4.546903474531843e-05,0.0,0.0
2024-01-03,WSM,12174.0,0.0,0.0,-0.0002201907826322,0.0,0.0
2024-01-03,ROL,12174.0,0.0,0.0,0.0003007639565117,0.0,0.0
2024-01-03,WWD,12174.0,0.0,0.0,0.0001343678969673,0.0,0.0
2024-01-03,DT,12174.0,0.0,0.0,0.0001421260661535,0.0,0.0
2024-01-03,DDOG,12174.0,0.0,0.0,0.0001433987647526,0.0,0.0
2024-01-03,LII,12174.0,0.0,0.0,0.0001851545710034,0.0,0.0
2024-01-03,LNT,12174.0,0.0,0.0,-4.4537176701687486e-05,0.0,0.0
2024-01-03,LW,12174.0,0.0,0.0,0.0003578166838382,0.0,0.0
2024-01-03,RYN,12174.0,0.0,0.0,-8.752963242764454e-05,0.0,0.0
2024-01-03,AEP,12174.0,0.0,0.0,-3.639218295910035e-05,0.0,0.0
2024-01-03,AKAM,12174.0,0.0,0.0,3.0278171377431483e-05,0.0,0.0
2024-01-03,AMT,12174.0,0.0,0.0,-0.0001567288451043,0.0,0.0
2024-01-03,ANET,12174.0,0.0,0.0,2.122369777453739e-06,0.0,0.0
2024-01-03,ATO,12174.0,0.0,0.0,9.459705293796558e-05,0.0,0.0
2024-01-03,BERY,12174.0,0.0,0.0,0.0001727839085138,0.0,0.0
2024-01-03,CB,12174.0,0.0,0.0,-0.0001423083090899,0.0,0.0
2024-01-03,CCI,12174.0,0.0,0.0,-0.0002097859971988,0.0,0.0
2024-01-03,CDNS,12174.0,0.0,0.0,0.0001629288511781,0.0,0.0
2024-01-03,CFR,12174.0,0.0,0.0,-0.0002545931439559,0.0,0.0
2024-01-03,RITM,12174.0,0.0,0.0,0.0002995898823323,0.0,0.0
2024-01-03,PPL,12174.0,0.0,0.0,7.083003952569147e-05,0.0,0.0
2024-01-03,PANW,12174.0,0.0,0.0,-7.611635539496071e-05,0.0,0.0
2024-01-03,OGE,12174.0,0.0,0.0,7.576885795429269e-05,0.0,0.0
2024-01-03,NVAX,12174.0,0.0,0.0,-0.0002678260869565,0.0,0.0
2024-01-03,NTAP,12174.0,0.0,0.0,-1.5625792704581047e-05,0.0,0.0
2024-01-03,NI,12174.0,0.0,0.0,-6.305393363251774e-05,0.0,0.0
2024-01-03,NFLX,12174.0,0.0,0.0,-7.658842837418835e-05,0.0,0.0
2024-01-03,MORN,12174.0,0.0,0.0,0.0001469208315113,0.0,0.0
2024-01-03,CSGP,12174.0,0.0,0.0,0.0003541501976284,0.0,0.0
2024-01-04,AGNC,10515.0,10515.0,18128.997775900418,0.0001217920882926,0.0001217920882926,0.0002099827387331
2024-01-04,ALK,10515.0,10515.0,18128.997775900418,-3.726854714499303e-05,-3.726854714499303e-05,-6.42550079222652e-05
2024-01-04,APH,10515.0,10515.0,18128.997775900418,-0.000115207373134,-0.000115207373134,-0.0001986299773005
2024-01-04,ALLY,10515.0,10515.0,18128.997775900418,0.0001750154154005,0.0001750154154005,0.0003017455136989
2024-01-04,COTY,10515.0,10515.0,18128.997775900418,-0.0001198147616362,-0.0001198147616362,-0.0002065736136209
2024-01-04,CSL,10515.0,10515.0,18128.997775900418,-1.5360215535857813e-05,-1.5360215535857813e-05,-2.6482673636416297e-05
2024-01-04,CVNA,10515.0,10515.0,18128.997775900418,-8.876690319989244e-05,-8.876690319989244e-05,-0.0001530437461421
2024-01-04,DAL,10515.0,10515.0,18128.997775900418,-0.0002162451350281,-0.0002162451350281,-0.0003728300116
2024-01-04,DBX,10515.0,10515.0,18128.997775900418,-0.0001271299610063,-0.0001271299610063,-0.0002191858088763
2024-01-04,EQH,10515.0,10515.0,18128.997775900418,-3.563465899346351e-05,-3.563465899346351e-05,-6.14380079541103e-05
2024-01-04,COF,10515.0,10515.0,18128.997775900418,-1.7857213908572227e-05,-1.7857213908572227e-05,-3.078776901876214e-05
2024-01-04,ESS,10515.0,10515.0,18128.997775900418,-0.0001672534525016,-0.0001672534525016,-0.0002883630497778
2024-01-04,EWBC,10515.0,10515.0,18128.997775900418,-4.608785260049456e-05,-4.608785260049456e-05,-7.946044482076959e-05
2024-01-04,EXP,10515.0,10515.0,18128.997775900418,-4.9762779581206205e-05,-4.9762779581206205e-05,-8.579641658110414e-05
2024-01-04,EXR,10515.0,10515.0,18128.997775900418,4.2040501764445854e-05,4.2040501764445854e-05,7.248237403569914e-05
2024-01-04,FHN,10515.0,10515.0,18128.997775900418,6.716761906155464e-05,6.716761906155464e-05,0.0001158042431364
2024-01-04,FITB,10515.0,10515.0,18128.997775900418,-0.0002001552949661,-0.0002001552949661,-0.0003450893863315
2024-01-04,FND,10515.0,10515.0,18128.997775900418,-0.0002644732837025,-0.0002644732837025,-0.000455980558443
2024-01-04,EVR,10515.0,10515.0,18128.997775900418,-1.9287351279394763e-05,-1.9287351279394763e-05,-3.325348059411866e-05
2024-01-04,ALLE,10515.0,10515.0,18128.997775900418,-6.141806006452108e-05,-6.141806006452108e-05,-0.0001058913812943
2024-01-04,CLF,10515.0,10515.0,18128.997775900418,-0.0002510779294779,-0.0002510779294779,-0.000432885518315
2024-01-04,CDW,10515.0,10515.0,18128.997775900418,7.475678345946638e-05,7.475678345946638e-05,0.0001288887837441
2024-01-04,ALNY,10515.0,10515.0,18128.997775900418,-0.0001458017192276,-0.0001458017192276,-0.0002513779404279
2024-01-04,AMG,10515.0,10515.0,18128.997775900418,-2.776031224419656e-05,-2.776031224419656e-05,-4.786178211444037e-05
2024-01-04,AMP,10515.0,10515.0,18128.997775900418,-6.931018427538495e-06,-6.931018427538495e-06,-1.1949825740139816e-05
2024-01-04,AN,10515.0,10515.0,18128.997775900418,0.0001479806936513,0.0001479806936513,0.0002551347281105
2024-01-04,ARES,10515.0,10515.0,18128.997775900418,4.897663028690648e-05,4.897663028690648e-05,8.444101013242268e-05
2024-01-04,ARW,10515.0,10515.0,18128.997775900418,-1.7909331376172783e-06,-1.7909331376172783e-06,-3.087762517227769e-06
2024-01-04,CE,10515.0,10515.0,18128.997775900418,9.257060504573276e-05,9.257060504573276e-05,0.000159601739704
2024-01-04,AVT,10515.0,10515.0,18128.997775900418,9.623136696570908e-05,9.623136696570908e-05,0.0001659132893669
2024-01-04,BAC,10515.0,10515.0,18128.997775900418,-0.0001637134885921,-0.0001637134885921,-0.0002822597689559
2024-01-04,BBWI,10515.0,10515.0,18128.997775900418,-3.643611891034503e-05,-3.643611891034503e-05,-6.281981157280914e-05
2024-01-04,BEN,10515.0,10515.0,18128.997775900418,-0.0001850183224878,-0.0001850183224878,-0.0003189916078822
2024-01-04,BKNG,10515.0,10515.0,18128.997775900418,-6.167010309278307e-05,-6.167010309278307e-05,-0.0001063259307473
2024-01-04,BR,10515.0,10515.0,18128.997775900418,3.191501011945652e-05,3.191501011945652e-05,5.502493081060072e-05
2024-01-04,CBRE,10515.0,10515.0,18128.997775900418,0.000130671151257,0.000130671151257,0.0002252912040432
2024-01-04,AXON,10515.0,10515.0,18128.997775900418,0.0001062468568638,0.0001062468568638,0.0001831810776776
2024-01-04,XRAY,11667.0,11667.0,20115.17042809607,-0.0002330345902737,-0.0002330345902737,-0.000401776849147
2024-01-04,CMI,10515.0,10515.0,18128.997775900418,6.42456608115809e-05,6.42456608115809e-05,0.0001107664709428
2024-01-04,UDR,11667.0,11667.0,20115.17042809607,-7.44008427706075e-05,-7.44008427706075e-05,-0.000128275103482
2024-01-04,TFSL,13659.0,0.0,0.0,-0.0002166928970453,0.0,0.0
2024-01-04,TDG,13659.0,0.0,0.0,-0.0001861540759033,0.0,0.0
2024-01-04,SWK,13659.0,0.0,0.0,-3.193281667141796e-05,0.0,0.0
2024-01-04,RYN,13659.0,0.0,0.0,0.0001735204284892,0.0,0.0
2024-01-04,ROL,13659.0,0.0,0.0,-0.0001353926213323,0.0,0.0
2024-01-04,RITM,13659.0,0.0,0.0,0.0001188847478416,0.0,0.0
2024-01-04,PPL,13659.0,0.0,0.0,-6.398593715666772e-05,0.0,0.0
2024-01-04,PANW,13659.0,0.0,0.0,0.0001511416936349,0.0,0.0
2024-01-04,OGE,13659.0,0.0,0.0,-3.866885771781269e-06,0.0,0.0
2024-01-04,NI,13659.0,0.0,0.0,4.5612923661704e-05,0.0,0.0
2024-01-04,NFLX,13659.0,0.0,0.0,6.708543427130011e-05,0.0,0.0
2024-01-04,MORN,13659.0,0.0,0.0,-5.2166280017553566e-05,0.0,0.0
2024-01-04,LW,13659.0,0.0,0.0,-0.0002259453860632,0.0,0.0
2024-01-04,LOPE,13659.0,0.0,0.0,0.0002888323256848,0.0,0.0
2024-01-04,LII,13659.0,0.0,0.0,-0.000250669430625,0.0,0.0
2024-01-04,GPS,13659.0,0.0,0.0,0.0001477324507758,0.0,0.0
2024-01-04,EXPE,13659.0,0.0,0.0,0.0001094628933822,0.0,0.0
2024-01-04,EVRG,13659.0,0.0,0.0,-4.317499478453308e-05,0.0,0.0
2024-01-04,ETR,13659.0,0.0,0.0,-5.0186075250810734e-05,0.0,0.0
2024-01-04,ETN,13659.0,0.0,0.0,-4.2069414533980885e-05,0.0,0.0
2024-01-04,EGP,13659.0,0.0,0.0,4.233095626656059e-05,0.0,0.0
2024-01-04,ED,13659.0,0.0,0.0,-3.5063095309526445e-05,0.0,0.0
2024-01-04,DT,13659.0,0.0,0.0,-4.243428842055201e-05,0.0,0.0
2024-01-04,DLR,13659.0,0.0,0.0,0.0001354565611771,0.0,0.0
2024-01-04,DDOG,13659.0,0.0,0.0,-0.0001688353680383,0.0,0.0
2024-01-04,CSGP,13659.0,0.0,0.0,0.0001575283447383,0.0,0.0
2024-01-04,CFR,13659.0,0.0,0.0,-0.0001028719983071,0.0,0.0
2024-01-04,TTWO,13659.0,0.0,0.0,-7.782149231976002e-05,0.0,0.0
2024-01-04,WSC,11667.0,11667.0,20115.17042809607,0.0001814875009674,0.0001814875009674,0.0003129040895284
2024-01-04,WAB,13659.0,0.0,0.0,0.0001060241716373,0.0,0.0
2024-01-04,WSM,13659.0,0.0,0.0,-6.39772216073159e-05,0.0,0.0
2024-01-04,QDEL,11667.0,11667.0,20115.17042809607,-1.4468788755684664e-05,-1.4468788755684664e-05,-2.4945757410535453e-05
2024-01-04,PRGO,11667.0,11667.0,20115.17042809607,-7.339724385859716e-05,-7.339724385859716e-05,-0.0001265447903632
2024-01-04,NVST,11667.0,11667.0,20115.17042809607,4.987886561208833e-06,4.987886561208833e-06,8.59965614594375e-06
2024-01-04,MTZ,11667.0,11667.0,20115.17042809607,0.000166173083251,0.000166173083251,0.0002865003762884
2024-01-04,MSGS,11667.0,11667.0,20115.17042809607,3.2775218189309174e-05,3.2775218189309174e-05,5.650802260186752e-05
2024-01-04,MRNA,11667.0,11667.0,20115.17042809607,3.74583371556135e-05,3.74583371556135e-05,6.458222643680885e-05
2024-01-04,MDU,11667.0,11667.0,20115.17042809607,2.4017841825355e-05,2.4017841825355e-05,4.140935815823004e-05
2024-01-04,KMPR,11667.0,11667.0,20115.17042809607,-0.0001193887297039,-0.0001193887297039,-0.0002058390884707
2024-01-04,GMED,11667.0,11667.0,20115.17042809607,-0.000255196417629,-0.000255196417629,-0.0004399862375287
2024-01-04,FR,10515.0,10515.0,18128.997775900418,-8.371534380942755e-05,-8.371534380942755e-05,-0.0001443343111488
2024-01-04,HE,10000.0,10000.0,17241.08205030948,0.0004144385026737,0.0004144385026737,0.0007145368229406
2024-01-04,MPW,10000.0,10000.0,17241.08205030948,-0.0002249488752556,-0.0002249488752556,-0.0003878362015407
2024-01-04,RBA,10000.0,10000.0,17241.08205030948,4.4133313042153e-05,4.4133313042153e-05,7.609060713117534e-05
2024-01-04,EBAY,11667.0,11667.0,20115.17042809607,0.0002680143962018,0.0002680143962018,0.000462085819558
2024-01-04,CTLT,11667.0,11667.0,20115.17042809607,-0.0002188354826103,-0.0002188354826103,-0.0003772960511204
2024-01-04,CMCSA,11667.0,11667.0,20115.17042809607,0.0001778701778701,0.0001778701778701,0.0003066674330962
2024-01-04,BYD,11667.0,11667.0,20115.17042809607,-0.000137412072632,-0.000137412072632,-0.0002369132818953
2024-01-04,ALSN,11667.0,11667.0,20115.17042809607,3.7600716204117496e-05,3.7600716204117496e-05,6.48277033225591e-05
2024-01-04,ACHC,11667.0,11667.0,20115.17042809607,-0.0002382590812711,-0.0002382590812711,-0.0004107844369427
2024-01-04,ACM,13659.0,0.0,0.0,6.278026905829445e-05,0.0,0.0
2024-01-04,AEP,13659.0,0.0,0.0,-9.834539723051709e-06,0.0,0.0
2024-01-04,AMT,13659.0,0.0,0.0,-0.0002244077417982,0.0,0.0
2024-01-04,ANET,13659.0,0.0,0.0,-7.80487804878047e-05,0.0,0.0
2024-01-04,ATO,13659.0,0.0,0.0,-7.852388297301971e-05,0.0,0.0
2024-01-04,BERY,13659.0,0.0,0.0,-7.540366770022459e-05,0.0,0.0
2024-01-04,CB,13659.0,0.0,0.0,8.657870185259161e-05,0.0,0.0
2024-01-04,WWD,13659.0,0.0,0.0,-5.9783799105820496e-05,0.0,0.0
2024-01-04,WRB,13659.0,0.0,0.0,2.6183693303452493e-05,0.0,0.0
2024-01-04,FRPT,10515.0,10515.0,18128.997775900418,-0.0001424101522083,-0.0001424101522083,-0.000245530511902
2024-01-04,HAS,14286.0,0.0,0.0,-0.0001552742370729,0.0,0.0
2024-01-04,GLPI,10515.0,10515.0,18128.997775900418,0.0001305869908324,0.0001305869908324,0.0002251461023645
2024-01-04,PNW,15000.0,0.0,0.0,5.47079915650815e-05,0.0,0.0
2024-01-04,PEN,10515.0,10515.0,18128.997775900418,9.5429879977547e-06,9.5429879977547e-06,1.6453143907440736e-05
2024-01-04,PFG,10515.0,10515.0,18128.997775900418,-5.860423209260677e-05,-5.860423209260677e-05,-0.0001010400374004
2024-01-04,PRU,10515.0,10515.0,18128.997775900418,-0.000137896725874,-0.000137896725874,-0.0002377488765263
2024-01-04,PSX,10515.0,10515.0,18128.997775900418,-8.55793309513408e-05,-8.55793309513408e-05,-0.0001475480266742
2024-01-04,PTC,10515.0,10515.0,18128.997775900418,0.0001312575571429,0.0001312575571429,0.0002263022312424
2024-01-04,PVH,10515.0,10515.0,18128.997775900418,9.685529550534942e-05,9.685529550534942e-05,0.0001669890096814
2024-01-04,R,10515.0,10515.0,18128.997775900418,-2.820419468267629e-06,-2.820419468267629e-06,-4.862708346869243e-06
2024-01-04,RCL,10515.0,10515.0,18128.997775900418,-0.0002166745340464,-0.0002166745340464,-0.0003735703419707
2024-01-04,JBL,20000.0,0.0,0.0,0.0001539682539682,0.0,0.0
2024-01-04,REXR,10515.0,10515.0,18128.997775900418,-2.864728637175445e-05,-2.864728637175445e-05,-4.939102148541311e-05
2024-01-04,RH,10515.0,10515.0,18128.997775900418,8.498214852717223e-05,8.498214852717223e-05,0.0001465184195568
2024-01-04,RHI,10515.0,10515.0,18128.997775900418,0.0001324428677825,0.0001324428677825,0.0002283458350416
2024-01-04,RJF,10515.0,10515.0,18128.997775900418,-0.0001679664951478,-0.0001679664951478,-0.0002895924124546
2024-01-04,SCCO,10515.0,10515.0,18128.997775900418,3.777558586106623e-05,3.777558586106623e-05,6.512919753291535e-05
2024-01-04,SIRI,10515.0,10515.0,18128.997775900418,-5.8419243986252654e-05,-5.8419243986252654e-05,-0.0001007210978884
2024-01-04,SPG,10515.0,10515.0,18128.997775900418,-1.6519580561664927e-05,-1.6519580561664927e-05,-2.848154439003626e-05
2024-01-04,FRT,10515.0,10515.0,18128.997775900418,-1.9660875264021157e-05,-1.9660875264021157e-05,-3.389747636078888e-05
2024-01-04,Z,10515.0,10515.0,18128.997775900418,0.0001076143968167,0.0001076143968167,0.0001855388645312
2024-01-04,YETI,10515.0,10515.0,18128.997775900418,9.120090127949131e-06,9.120090127949131e-06,1.572402222021885e-05
2024-01-04,WCC,10515.0,10515.0,18128.997775900418,-1.5606209435329735e-05,-1.5606209435329735e-05,-2.6906793736883392e-05
2024-01-04,VVV,10515.0,10515.0,18128.997775900418,-0.0001183558709331,-0.0001183558709331,-0.0002040583281894
2024-01-04,VTR,10515.0,10515.0,18128.997775900418,8.259881022829893e-05,8.259881022829893e-05,0.0001424092864404
2024-01-04,EXC,15000.0,0.0,0.0,2.90939318370735e-05,0.0,0.0
2024-01-04,VRT,10515.0,10515.0,18128.997775900418,4.843710073876584e-05,4.843710073876584e-05,8.351080281161678e-05
